,000001.SS,1592.T,399001.SZ,^BSESN,^IXIC,^N100,^NSEI,^NYA,ARIMA_000001.SS,RF_000001.SS,ARIMA_1592.T,RF_1592.T,ARIMA_399001.SZ,RF_399001.SZ,ARIMA_^BSESN,RF_^BSESN,ARIMA_^IXIC,RF_^IXIC,ARIMA_^N100,RF_^N100,ARIMA_^NSEI,RF_^NSEI,ARIMA_^NYA,RF_^NYA
2024-01-15,2886.2900390625,2080.0,8963.9296875,73327.9375,14972.759765625,1384.3399658203125,22097.44921875,16799.5390625,2966.9474971540003,3549.896440429688,1984.70338739912,1631.22,9450.04346565153,14329.381806640626,72570.03301571304,61029.0916015625,15048.41986406703,14859.241767578123,1399.504820481461,1356.9605786132813,21839.557576182066,18210.18859375,16887.131929048435,17206.71404296875
2024-01-16,2893.989013671875,2080.0,8992.0703125,73128.7734375,14944.349609375,1381.8299560546875,22032.30078125,16639.380859375,2966.2693942012324,3558.219624023437,1985.3180440359424,1630.17,9443.238772618672,14340.92796875,72601.2716522565,61049.545625,15051.653031299407,14865.822705078124,1399.8676436544629,1355.0604833984376,21849.742862954376,18213.64453125,16890.37659720591,17216.3428125
2024-01-17,2833.614990234375,2071.0,8759.759765625,71500.7578125,14855.6201171875,1367.9599609375,21571.94921875,16522.830078125,2965.591291248464,3558.630234375,1985.932700672765,1629.03,9436.434079585815,14318.94583984375,72632.51028879997,60983.799140625,15054.886198531787,14710.8087890625,1400.2304668274642,1357.229490966797,21859.92814972669,18192.8280859375,16893.621265363377,17118.99951171875
2024-01-18,2845.780029296875,2068.0,8847.0,71186.859375,15055.650390625,1381.31005859375,21462.25,16616.2890625,2964.913188295696,3556.2097021484374,1986.547357309588,1624.35,9429.62938655296,14233.937958984376,72663.74892534343,60723.8860546875,15058.119365764163,14473.80421875,1400.5932900004657,1356.5973706054688,21870.113436499,18109.54091796875,16896.86593352085,16906.4176171875
2024-01-19,2832.279052734375,2083.0,8787.01953125,71683.2265625,15310.9697265625,1379.9000244140625,21622.400390625,16729.55078125,2964.2350853429275,3534.62623046875,1987.16201394641,1605.06,9422.824693520104,14196.847646484375,72694.98756188688,60222.886875,15061.352532996543,14268.230947265623,1400.9561131734674,1353.2805786132812,21880.29872327131,17970.1057421875,16900.110601678323,16794.2726953125
2024-01-22,2756.340087890625,2113.0,8479.5498046875,71683.2265625,15360.2900390625,1388.0400390625,21622.400390625,16779.490234375,2963.556982390159,3532.642724609375,1987.7766705832323,1593.4,9416.02000048725,14130.74451171875,72726.22619843035,59125.300078125,15064.585700228925,13876.121103515625,1401.318936346469,1300.5308801269532,21890.484010043623,17664.4236328125,16903.355269835793,16438.32427734375
2024-01-23,2770.97607421875,2110.0,8596.2802734375,70370.546875,15425.9404296875,1385.8900146484375,21238.80078125,16800.859375,2962.878879437392,3530.9947290039063,1988.391327220055,1593.47,9409.215307454391,14094.5389453125,72757.46483497381,58007.707109375,15067.8188674613,13695.36630859375,1401.6817595194705,1292.5384741210937,21900.669296815933,17316.04017578125,16906.599937993265,16350.452421875
2024-01-24,2820.77197265625,2101.0,8682.1904296875,71060.3125,15481.919921875,1406.93994140625,21453.94921875,16769.25,2962.200776484623,3500.774931640625,1989.0059838568773,1588.93,9402.410614421537,13970.499111328125,72788.70347151728,57662.9062890625,15071.05203469368,13641.703203125,1402.0445826924722,1296.5546728515626,21910.854583588247,17218.59546875,16909.84460615074,16296.551044921876
2024-01-25,2906.10888671875,2101.0,8856.2197265625,70700.671875,15510.5,1413.1300048828125,21352.599609375,16889.51953125,2961.5226735318547,3457.180812988281,1989.6206404937,1584.77,9395.60592138868,13785.99046875,72819.94210806074,57589.8334765625,15074.28520192606,13550.95748046875,1402.4074058654735,1295.3304663085937,21921.03987036056,17190.35189453125,16913.089274308208,16259.700068359374
2024-01-26,2910.222900390625,2074.0,8762.330078125,70700.671875,15455.3603515625,1421.0899658203125,21352.599609375,16949.109375,2960.8445705790864,3432.340461425781,1990.2352971305224,1577.84,9388.801228355824,13670.0620703125,72851.1807446042,57571.1495703125,15077.518369158435,13646.51208984375,1402.7702290384752,1309.0656774902343,21931.22515713287,17186.28173828125,16916.33394246568,16329.55544921875
2024-01-29,2883.360107421875,2098.0,8581.759765625,71941.5703125,15628.0400390625,1422.0999755859375,21737.599609375,17040.599609375,2960.1664676263185,3385.702158203125,1990.849953767345,1569.89,9381.996535322967,13422.1196484375,72882.41938114766,57790.1991015625,15080.751536390817,13819.179267578123,1403.133052211477,1309.087587890625,21941.41044390518,17240.34908203125,16919.57861062315,16378.118857421876
2024-01-30,2830.527099609375,2097.0,8375.98046875,71139.8984375,15509.900390625,1426.3900146484375,21522.099609375,17089.4609375,2959.48836467355,3381.782553710937,1991.4646104041676,1581.94,9375.19184229011,13424.5379296875,72913.65801769112,57840.294765625,15083.984703623191,13922.28470703125,1403.4958753844785,1310.2735974121094,21951.59573067749,17283.75849609375,16922.823278780623,16520.088408203126
2024-01-31,2788.548095703125,2117.0,8212.83984375,71752.109375,15164.009765625,1424.3699951171875,21725.69921875,16911.130859375,2958.810261720782,3385.085654296875,1992.07926704099,1578.16,9368.387149257254,13436.65095703125,72944.89665423459,57819.815546875,15087.217870855571,13866.38453125,1403.85869855748,1314.7806774902344,21961.781017449804,17275.6484765625,16926.067946938096,16474.017412109373
2024-02-01,2770.739990234375,2103.0,8240.48046875,71645.296875,15361.6396484375,1418.97998046875,21697.44921875,17115.580078125,2958.1321587680136,3362.1213427734374,1992.6939236778128,1582.96,9361.582456224398,13336.24783203125,72976.13529077805,58893.4026953125,15090.451038087953,14127.927236328123,1404.2215217304818,1330.5403686523437,21971.96630422212,17612.99169921875,16929.312615095565,16770.74103515625
2024-02-02,2730.152099609375,2104.0,8055.77001953125,72085.6328125,15628.9501953125,1416.4599609375,21853.80078125,17101.970703125,2957.4540558152453,3362.1213427734374,1993.308580314635,1586.23,9354.77776319154,13325.749609375,73007.3739273215,58897.0479296875,15093.684205320327,14104.21740234375,1404.5843449034833,1326.3335668945313,21982.15159099443,17617.89150390625,16932.557283253038,16747.97185546875
2024-02-05,2702.18505859375,2119.0,7964.7099609375,71731.421875,15597.6796875,1417.3399658203125,21771.69921875,17004.779296875,2956.7759528624774,3366.4332470703125,1993.9232369514573,1586.83,9347.973070158683,13369.121494140623,73038.61256386497,58338.3397265625,15096.917372552707,14121.33615234375,1404.9471680764848,1315.8534887695312,21992.336877766746,17372.428359375,16935.80195141051,16719.38125
2024-02-06,2789.486083984375,2103.0,8460.3798828125,72186.09375,15609.0,1428.739990234375,21929.400390625,17135.48046875,2956.097849909709,3428.797575683593,1994.53789358828,1590.09,9341.16837712583,13364.947177734375,73069.85120040843,58317.0048828125,15100.150539785089,14139.19775390625,1405.3099912494863,1320.934305419922,22002.522164539056,17379.541455078124,16939.04661956798,16799.73548828125
2024-02-07,2829.696044921875,2108.0,8708.240234375,72152.0,15756.6396484375,1425.0400390625,21930.5,17212.3203125,2955.419746956941,3460.6913745117185,1995.1525502251025,1591.81,9334.363684092974,13419.11810546875,73101.0898369519,58221.365625,15103.383707017463,14210.147392578125,1405.672814422488,1326.0644921875,22012.70745131137,17385.520205078126,16942.291287725453,16864.289072265627
2024-02-08,2865.903076171875,2125.0,8820.599609375,71428.4296875,15793.7099609375,1431.6400146484375,21717.94921875,17252.3203125,2954.7416440041725,3472.132849121094,1995.767206861925,1594.25,9327.558991060116,13401.706337890624,73132.32847349536,58354.4531640625,15106.616874249845,14115.58599609375,1406.0356375954896,1322.9438989257812,22022.89273808368,17430.524091796877,16945.535955882926,16799.690673828125
2024-02-09,2865.903076171875,2120.0,8820.599609375,71595.4921875,15990.66015625,1436.3900146484375,21782.5,17275.869140625,2954.0635410514046,3478.859240722656,1996.3818634987476,1600.31,9320.75429802726,13395.706533203123,73163.56711003881,58443.7859375,15109.850041482225,14116.99375,1406.3984607684913,1324.6771838378909,22033.07802485599,17474.69521484375,16948.780624040395,16810.8777734375
2024-02-12,2865.903076171875,2120.0,8820.599609375,71072.4921875,15942.5498046875,1442.1099853515625,21616.05078125,17332.4609375,2953.3854380986363,3443.43115234375,1996.9965201355697,1590.14,9313.949604994405,13280.553984375,73194.80574658228,57398.8859375,15113.0832087146,13899.6901953125,1406.7612839414928,1321.0475952148438,22043.263311628303,17128.13419921875,16952.025292197868,16643.425380859375
2024-02-13,2865.903076171875,2165.0,8820.599609375,71555.1875,15655.599609375,1427.3800048828125,21743.25,17068.5390625,2952.707335145868,3446.608725585937,1997.6111767723924,1589.1,9307.144911961548,13250.499765625,73226.04438312574,57706.2625,15116.31637594698,13964.254287109376,1407.1241071144943,1313.1765966796877,22053.448598400613,17224.7093359375,16955.269960355337,16686.51181640625
2024-02-14,2865.903076171875,2143.0,8820.599609375,71822.828125,15859.150390625,1432.1099853515625,21840.05078125,17240.189453125,2952.0292321931,3462.951245117188,1998.2258334092148,1600.24,9300.340218928692,13292.301552734374,73257.28301966921,57776.809375,15119.54954317936,13985.838056640623,1407.486930287496,1311.552678222656,22063.633885172927,17255.048203125,16958.51462851281,16716.569453125
2024-02-15,2865.903076171875,2155.0,8820.599609375,72050.3828125,15906.169921875,1440.4100341796875,21910.75,17434.9296875,2951.3511292403314,3467.6812329101563,1998.8404900460373,1601.96,9293.535525895835,13357.8116796875,73288.52165621267,58032.4341796875,15122.782710411737,13988.914140625,1407.8497534604976,1313.5209753417969,22073.81917194524,17308.9306640625,16961.759296670283,16698.3407421875
2024-02-16,2865.903076171875,2180.0,8820.599609375,72426.640625,15775.650390625,1447.1300048828125,22040.69921875,17409.30078125,2950.6730262875635,3469.279016113281,1999.45514668286,1598.08,9286.73083286298,13366.13240234375,73319.76029275612,57979.1787890625,15126.015877644117,13954.4108984375,1408.212576633499,1311.400167236328,22084.00445871755,17302.4873828125,16965.003964827752,16647.13171875
2024-02-19,2910.5439453125,2186.0,8902.330078125,72708.15625,15775.650390625,1445.1199951171875,22122.25,17409.30078125,2949.994923334795,3473.04294921875,2000.0698033196825,1581.9,9279.926139830122,13409.635107421876,73350.99892929959,57560.649453125,15129.249044876497,13647.909130859374,1408.5753998065009,1304.2726806640626,22094.18974548986,17185.55517578125,16968.248632985225,16500.562431640625
2024-02-20,2922.72998046875,2188.0,8905.9599609375,73057.3984375,15630.7802734375,1441.719970703125,22196.94921875,17340.169921875,2949.316820382027,3470.9969189453127,2000.6844599565047,1577.37,9273.121446797266,13381.07404296875,73382.23756584305,57619.1286328125,15132.482212108873,13577.673466796876,1408.9382229795024,1303.61228515625,22104.37503226217,17209.6993359375,16971.4933011427,16464.549423828124
2024-02-21,2950.9560546875,2177.0,8975.9697265625,72623.09375,15580.8701171875,1445.06005859375,22055.05078125,17382.6796875,2948.6387174292586,3481.143081054688,2001.2991165933272,1576.53,9266.316753764411,13442.26103515625,73413.47620238652,57470.6354296875,15135.71537934125,13364.796640625,1409.301046152504,1286.687883300781,22114.560319034485,17180.35123046875,16974.737969300168,16234.735263671875
2024-02-22,2988.35791015625,2208.0,9043.75,73158.2421875,16041.6201171875,1462.9200439453125,22217.44921875,17565.0703125,2947.9606144764907,3472.281552734375,2001.91377323015,1558.46,9259.512060731557,13362.978935546877,73444.71483892998,57298.063828125,15138.948546573629,13416.9144921875,1409.6638693255056,1261.3012719726562,22124.7456058068,17116.14529296875,16977.98263745764,16116.87310546875
2024-02-23,3004.881103515625,2208.0,9069.419921875,73142.796875,15996.8203125,1467.1199951171875,22212.69921875,17616.01953125,2947.2825115237224,3472.714838867188,2002.5284298669724,1553.46,9252.707367698698,13422.548212890624,73475.95347547343,57112.6946484375,15142.181713806009,13420.433447265625,1410.0266924985071,1262.3925744628907,22134.93089257911,17068.25703125,16981.227305615113,16236.488115234377
2024-02-26,2977.02197265625,2217.0,9066.08984375,72790.1328125,15976.25,1460.280029296875,22122.05078125,17566.609375,2946.604408570954,3455.637414550781,2003.1430865037948,1560.11,9245.902674665842,13413.2569140625,73507.1921120169,56053.402109375,15145.414881038389,13584.600283203124,1410.389515671509,1275.945518798828,22145.116179351426,16719.277783203124,16984.471973772583,16292.125
2024-02-27,3015.48095703125,2222.0,9269.5703125,73095.21875,16035.2998046875,1464.9100341796875,22198.349609375,17598.3203125,2945.926305618186,3447.7300073242186,2003.757743140617,1558.22,9239.097981632984,13373.195126953126,73538.43074856036,56282.48234375,15148.648048270765,13625.27765625,1410.7523388445104,1277.0334204101562,22155.30146612373,16777.699267578126,16987.716641930056,16218.86806640625
2024-02-28,2957.85205078125,2220.0,9047.099609375,72304.8828125,15947.740234375,1462.6700439453125,21951.150390625,17573.689453125,2945.248202665417,3442.219174804688,2004.37239977744,1562.16,9232.293288600127,13415.047158203124,73569.66938510383,56079.073125,15151.881215503145,13653.562783203124,1411.115162017512,1276.9657116699218,22165.48675289605,16779.3752734375,16990.961310087525,16212.755419921876
2024-02-29,3015.1708984375,2223.0,9330.4404296875,72500.296875,16091.919921875,1459.199951171875,21982.80078125,17607.4296875,2944.5700997126496,3435.7374609375,2004.9870564142625,1567.64,9225.488595567273,13361.390986328124,73600.9080216473,56242.4500390625,15155.114382735524,13816.383271484376,1411.4779851905134,1269.4175891113282,22175.67203966836,16826.1803125,16994.205978244998,16332.441748046876
2024-03-01,3027.02001953125,2250.0,9434.75,73745.3515625,16274.9404296875,1467.75,22338.75,17728.26953125,2943.8919967598813,3473.710400390625,2005.6017130510847,1547.75,9218.683902534416,13253.65498046875,73632.14665819074,55745.1136328125,15158.3475499679,13634.817431640626,1411.8408083635152,1219.393122558594,22185.85732644067,16729.92203125,16997.45064640247,16231.99505859375
2024-03-04,3039.305908203125,2253.0,9438.240234375,73872.2890625,16207.509765625,1471.1500244140625,22405.599609375,17748.69921875,2943.213893807113,3431.2144165039062,2006.2163696879072,1543.65,9211.87920950156,13221.045029296874,73663.38529473421,54350.476328125,15161.58071720028,13658.99580078125,1412.2036315365167,1179.8560205078124,22196.04261321298,16240.91169921875,17000.69531455994,16142.067958984377
2024-03-05,3047.79296875,2259.0,9416.7998046875,73677.1328125,15939.58984375,1469.719970703125,22356.30078125,17669.490234375,2942.5357908543447,3435.448000488281,2006.8310263247297,1540.47,9205.074516468703,13119.00482421875,73694.62393127767,54653.9204296875,15164.81388443266,13580.166533203124,1412.5664547095184,1173.055008544922,22206.227899985293,16309.5695703125,17003.939982717413,16112.770224609376
2024-03-06,3039.930908203125,2267.0,9395.650390625,74085.9921875,16031.5400390625,1478.0699462890625,22474.05078125,17801.0390625,2941.857687901577,3410.584812011719,2007.445682961552,1522.84,9198.269823435849,12673.698076171877,73725.86256782114,54958.5973828125,15168.047051665037,13531.797841796875,1412.92927788252,1170.4864074707032,22216.413186757603,16347.341376953123,17007.184650874886,16046.16416015625
2024-03-07,3027.40087890625,2264.0,9267.1201171875,74119.390625,16273.3798828125,1490.949951171875,22493.55078125,17927.619140625,2941.1795849488085,3376.405134277344,2008.0603395983744,1508.52,9191.465130402992,12487.71642578125,73757.1012043646,54618.37234375,15171.280218897416,13298.206064453125,1413.2921010555217,1166.5964086914062,22226.59847352992,16353.5399609375,17010.429319032355,15965.71720703125
2024-03-08,3046.01904296875,2265.0,9369.0498046875,74119.390625,16085.1103515625,1487.469970703125,22493.55078125,17889.619140625,2940.50148199604,3321.280910644531,2008.674996235197,1498.37,9184.660437370136,12405.623447265623,73788.33984090805,54885.9644921875,15174.513386129796,13114.402373046874,1413.6549242285232,1164.8792883300782,22236.783760302227,16369.656806640623,17013.673987189828,15858.856279296877
